video_path,label,subject,split
Celeb-synthesis/id20_id3_0006.mp4,fake,id20,train
Celeb-synthesis/id24_id27_0009.mp4,fake,id24,train
Celeb-synthesis/id21_id26_0002.mp4,fake,id21,train
Celeb-synthesis/id10_id13_0003.mp4,fake,id10,train
Celeb-synthesis/id32_id33_0008.mp4,fake,id32,train
Celeb-synthesis/id21_id27_0005.mp4,fake,id21,train
Celeb-synthesis/id49_id54_0004.mp4,fake,id49,train
YouTube-real/00190.mp4,real,hash_6ae154649b,train
Celeb-synthesis/id16_id0_0003.mp4,fake,id16,train
Celeb-real/id1_0007.mp4,real,id1,train
Celeb-synthesis/id21_id20_0008.mp4,fake,id21,train
Celeb-synthesis/id29_id34_0005.mp4,fake,id29,train
Celeb-synthesis/id17_id9_0009.mp4,fake,id17,train
Celeb-synthesis/id57_id52_0004.mp4,fake,id57,train
Celeb-synthesis/id21_id20_0006.mp4,fake,id21,train
Celeb-synthesis/id2_id6_0001.mp4,fake,id2,train
Celeb-synthesis/id34_id31_0007.mp4,fake,id34,train
Celeb-synthesis/id16_id37_0001.mp4,fake,id16,train
Celeb-synthesis/id60_id59_0007.mp4,fake,id60,train
Celeb-synthesis/id53_id52_0007.mp4,fake,id53,train
Celeb-synthesis/id1_id17_0009.mp4,fake,id1,train
Celeb-synthesis/id32_id21_0000.mp4,fake,id32,train
Celeb-synthesis/id55_id57_0007.mp4,fake,id55,train
Celeb-real/id1_0005.mp4,real,id1,train
Celeb-synthesis/id26_id17_0003.mp4,fake,id26,train
Celeb-synthesis/id31_id38_0000.mp4,fake,id31,train
Celeb-real/id12_0001.mp4,real,id12,train
Celeb-synthesis/id2_id20_0005.mp4,fake,id2,train
Celeb-real/id3_0001.mp4,real,id3,train
Celeb-synthesis/id51_id54_0006.mp4,fake,id51,train
Celeb-synthesis/id19_id26_0007.mp4,fake,id19,train
Celeb-synthesis/id33_id21_0002.mp4,fake,id33,train
Celeb-synthesis/id24_id28_0000.mp4,fake,id24,train
Celeb-synthesis/id37_id21_0009.mp4,fake,id37,train
Celeb-synthesis/id35_id33_0006.mp4,fake,id35,train
YouTube-real/00246.mp4,real,hash_4a85bfa804,train
Celeb-real/id49_0001.mp4,real,id49,train
Celeb-synthesis/id0_id6_0000.mp4,fake,id0,train
Celeb-synthesis/id28_id17_0000.mp4,fake,id28,train
Celeb-real/id61_0003.mp4,real,id61,train
Celeb-synthesis/id17_id3_0005.mp4,fake,id17,train
Celeb-real/id46_0001.mp4,real,id46,train
Celeb-synthesis/id49_id53_0008.mp4,fake,id49,train
Celeb-synthesis/id13_id7_0009.mp4,fake,id13,train
Celeb-synthesis/id53_id50_0006.mp4,fake,id53,train
YouTube-real/00298.mp4,real,hash_5b1b6ecac8,train
Celeb-synthesis/id24_id25_0005.mp4,fake,id24,train
Celeb-synthesis/id16_id20_0009.mp4,fake,id16,train
Celeb-synthesis/id35_id26_0001.mp4,fake,id35,train
Celeb-synthesis/id35_id21_0001.mp4,fake,id35,train
Celeb-synthesis/id48_id44_0003.mp4,fake,id48,train
Celeb-synthesis/id3_id0_0000.mp4,fake,id3,train
Celeb-synthesis/id43_id48_0001.mp4,fake,id43,train
Celeb-synthesis/id37_id38_0003.mp4,fake,id37,train
Celeb-synthesis/id23_id30_0000.mp4,fake,id23,train
Celeb-synthesis/id58_id57_0008.mp4,fake,id58,train
Celeb-synthesis/id26_id22_0009.mp4,fake,id26,train
YouTube-real/00040.mp4,real,hash_868ed390f4,train
Celeb-synthesis/id23_id26_0006.mp4,fake,id23,train
Celeb-synthesis/id3_id9_0003.mp4,fake,id3,train
Celeb-synthesis/id26_id25_0006.mp4,fake,id26,train
Celeb-real/id32_0009.mp4,real,id32,train
Celeb-synthesis/id31_id28_0006.mp4,fake,id31,train
Celeb-synthesis/id34_id29_0003.mp4,fake,id34,train
Celeb-synthesis/id37_id1_0001.mp4,fake,id37,train
Celeb-real/id59_0006.mp4,real,id59,train
Celeb-real/id31_0006.mp4,real,id31,train
Celeb-real/id25_0000.mp4,real,id25,train
Celeb-synthesis/id31_id34_0000.mp4,fake,id31,train
Celeb-synthesis/id32_id34_0004.mp4,fake,id32,train
Celeb-synthesis/id30_id23_0004.mp4,fake,id30,train
Celeb-synthesis/id30_id2_0008.mp4,fake,id30,train
Celeb-synthesis/id26_id27_0008.mp4,fake,id26,train
Celeb-synthesis/id26_id31_0001.mp4,fake,id26,train
Celeb-synthesis/id57_id56_0008.mp4,fake,id57,train
Celeb-synthesis/id1_id30_0007.mp4,fake,id1,train
Celeb-synthesis/id57_id53_0004.mp4,fake,id57,train
Celeb-synthesis/id46_id45_0002.mp4,fake,id46,train
Celeb-synthesis/id6_id35_0009.mp4,fake,id6,train
Celeb-synthesis/id48_id39_0002.mp4,fake,id48,train
Celeb-synthesis/id16_id2_0012.mp4,fake,id16,train
Celeb-synthesis/id30_id16_0006.mp4,fake,id30,train
Celeb-synthesis/id23_id16_0004.mp4,fake,id23,train
Celeb-synthesis/id23_id17_0009.mp4,fake,id23,train
Celeb-synthesis/id30_id4_0002.mp4,fake,id30,train
Celeb-synthesis/id3_id26_0004.mp4,fake,id3,train
Celeb-synthesis/id28_id6_0000.mp4,fake,id28,train
Celeb-synthesis/id54_id49_0000.mp4,fake,id54,train
Celeb-synthesis/id28_id6_0001.mp4,fake,id28,train
Celeb-synthesis/id28_id38_0008.mp4,fake,id28,train
Celeb-synthesis/id16_id35_0009.mp4,fake,id16,train
Celeb-synthesis/id1_id20_0007.mp4,fake,id1,train
Celeb-synthesis/id20_id2_0000.mp4,fake,id20,train
Celeb-synthesis/id31_id17_0005.mp4,fake,id31,train
Celeb-synthesis/id37_id1_0003.mp4,fake,id37,train
Celeb-real/id31_0004.mp4,real,id31,train
Celeb-synthesis/id26_id16_0003.mp4,fake,id26,train
Celeb-real/id12_0005.mp4,real,id12,train
Celeb-real/id44_0004.mp4,real,id44,train
Celeb-synthesis/id0_id28_0004.mp4,fake,id0,train
YouTube-real/00012.mp4,real,hash_e6e83e3186,train
Celeb-synthesis/id21_id20_0000.mp4,fake,id21,train
Celeb-synthesis/id23_id20_0000.mp4,fake,id23,train
Celeb-synthesis/id30_id3_0008.mp4,fake,id30,train
Celeb-synthesis/id17_id28_0006.mp4,fake,id17,train
YouTube-real/00214.mp4,real,hash_252fc6f323,train
Celeb-synthesis/id13_id10_0014.mp4,fake,id13,train
Celeb-synthesis/id20_id2_0007.mp4,fake,id20,train
Celeb-synthesis/id16_id21_0006.mp4,fake,id16,train
Celeb-synthesis/id21_id22_0006.mp4,fake,id21,train
Celeb-synthesis/id30_id16_0008.mp4,fake,id30,train
Celeb-synthesis/id52_id54_0005.mp4,fake,id52,train
Celeb-real/id40_0005.mp4,real,id40,train
Celeb-synthesis/id7_id11_0006.mp4,fake,id7,train
Celeb-synthesis/id8_id6_0008.mp4,fake,id8,train
Celeb-synthesis/id21_id4_0006.mp4,fake,id21,train
Celeb-synthesis/id17_id0_0002.mp4,fake,id17,train
Celeb-synthesis/id21_id23_0007.mp4,fake,id21,train
Celeb-synthesis/id1_id26_0005.mp4,fake,id1,train
Celeb-synthesis/id38_id29_0006.mp4,fake,id38,train
Celeb-synthesis/id5_id60_0003.mp4,fake,id5,train
Celeb-synthesis/id7_id10_0007.mp4,fake,id7,train
Celeb-synthesis/id27_id25_0006.mp4,fake,id27,train
Celeb-synthesis/id28_id30_0008.mp4,fake,id28,train
Celeb-synthesis/id29_id33_0000.mp4,fake,id29,train
Celeb-synthesis/id32_id37_0004.mp4,fake,id32,train
Celeb-synthesis/id50_id49_0002.mp4,fake,id50,train
Celeb-synthesis/id21_id30_0009.mp4,fake,id21,train
Celeb-real/id60_0009.mp4,real,id60,train
Celeb-real/id24_0008.mp4,real,id24,train
Celeb-synthesis/id45_id44_0007.mp4,fake,id45,train
Celeb-synthesis/id29_id33_0002.mp4,fake,id29,train
Celeb-synthesis/id10_id7_0005.mp4,fake,id10,train
Celeb-synthesis/id33_id20_0009.mp4,fake,id33,train
Celeb-synthesis/id29_id28_0007.mp4,fake,id29,train
Celeb-synthesis/id49_id50_0001.mp4,fake,id49,train
Celeb-synthesis/id38_id31_0006.mp4,fake,id38,train
Celeb-synthesis/id28_id31_0001.mp4,fake,id28,train
Celeb-synthesis/id45_id46_0009.mp4,fake,id45,train
Celeb-synthesis/id30_id29_0002.mp4,fake,id30,train
Celeb-synthesis/id21_id2_0009.mp4,fake,id21,train
Celeb-synthesis/id55_id50_0005.mp4,fake,id55,train
Celeb-synthesis/id33_id34_0006.mp4,fake,id33,train
Celeb-synthesis/id39_id45_0005.mp4,fake,id39,train
Celeb-synthesis/id7_id11_0001.mp4,fake,id7,train
Celeb-real/id26_0009.mp4,real,id26,train
Celeb-real/id49_0004.mp4,real,id49,train
Celeb-synthesis/id40_id43_0006.mp4,fake,id40,train
Celeb-real/id29_0000.mp4,real,id29,train
Celeb-synthesis/id3_id17_0008.mp4,fake,id3,train
Celeb-synthesis/id26_id1_0000.mp4,fake,id26,train
Celeb-real/id54_0006.mp4,real,id54,train
YouTube-real/00124.mp4,real,hash_e448134964,train
Celeb-synthesis/id45_id44_0002.mp4,fake,id45,train
Celeb-synthesis/id31_id35_0006.mp4,fake,id31,train
Celeb-synthesis/id17_id0_0005.mp4,fake,id17,train
Celeb-synthesis/id17_id20_0001.mp4,fake,id17,train
Celeb-synthesis/id51_id54_0005.mp4,fake,id51,train
Celeb-synthesis/id37_id9_0003.mp4,fake,id37,train
Celeb-synthesis/id31_id29_0006.mp4,fake,id31,train
Celeb-synthesis/id33_id26_0001.mp4,fake,id33,train
Celeb-synthesis/id41_id47_0008.mp4,fake,id41,train
Celeb-synthesis/id28_id2_0000.mp4,fake,id28,train
Celeb-synthesis/id27_id28_0001.mp4,fake,id27,train
Celeb-synthesis/id56_id50_0002.mp4,fake,id56,train
Celeb-synthesis/id17_id0_0001.mp4,fake,id17,train
Celeb-synthesis/id9_id23_0006.mp4,fake,id9,train
Celeb-real/id23_0000.mp4,real,id23,train
Celeb-synthesis/id26_id30_0002.mp4,fake,id26,train
Celeb-synthesis/id1_id9_0000.mp4,fake,id1,train
Celeb-synthesis/id50_id53_0006.mp4,fake,id50,train
Celeb-real/id51_0002.mp4,real,id51,train
Celeb-synthesis/id23_id28_0000.mp4,fake,id23,train
Celeb-synthesis/id33_id35_0008.mp4,fake,id33,train
Celeb-synthesis/id2_id26_0001.mp4,fake,id2,train
Celeb-synthesis/id6_id2_0008.mp4,fake,id6,train
Celeb-synthesis/id45_id40_0008.mp4,fake,id45,train
Celeb-synthesis/id17_id31_0007.mp4,fake,id17,train
Celeb-real/id50_0007.mp4,real,id50,train
Celeb-synthesis/id31_id37_0001.mp4,fake,id31,train
Celeb-synthesis/id58_id54_0007.mp4,fake,id58,train
Celeb-real/id29_0008.mp4,real,id29,train
Celeb-synthesis/id16_id28_0002.mp4,fake,id16,train
Celeb-synthesis/id16_id31_0010.mp4,fake,id16,train
Celeb-synthesis/id54_id53_0009.mp4,fake,id54,train
Celeb-synthesis/id50_id51_0003.mp4,fake,id50,train
Celeb-synthesis/id23_id37_0001.mp4,fake,id23,train
Celeb-synthesis/id27_id21_0001.mp4,fake,id27,train
Celeb-real/id27_0006.mp4,real,id27,train
Celeb-synthesis/id6_id28_0007.mp4,fake,id6,train
Celeb-synthesis/id56_id50_0008.mp4,fake,id56,train
Celeb-synthesis/id38_id29_0007.mp4,fake,id38,train
Celeb-synthesis/id55_id49_0003.mp4,fake,id55,train
Celeb-real/id29_0001.mp4,real,id29,train
YouTube-real/00179.mp4,real,hash_de7b4bcd87,train
Celeb-synthesis/id41_id42_0002.mp4,fake,id41,train
Celeb-synthesis/id60_id61_0004.mp4,fake,id60,train
Celeb-synthesis/id6_id28_0000.mp4,fake,id6,train
Celeb-real/id0_0004.mp4,real,id0,train
Celeb-synthesis/id17_id23_0001.mp4,fake,id17,train
Celeb-synthesis/id17_id21_0003.mp4,fake,id17,train
Celeb-synthesis/id1_id20_0000.mp4,fake,id1,train
Celeb-synthesis/id3_id6_0007.mp4,fake,id3,train
Celeb-synthesis/id52_id49_0006.mp4,fake,id52,train
Celeb-synthesis/id33_id37_0002.mp4,fake,id33,train
Celeb-synthesis/id39_id42_0006.mp4,fake,id39,train
Celeb-synthesis/id28_id3_0007.mp4,fake,id28,train
Celeb-synthesis/id31_id21_0008.mp4,fake,id31,train
Celeb-synthesis/id8_id0_0007.mp4,fake,id8,train
Celeb-synthesis/id16_id30_0012.mp4,fake,id16,train
Celeb-synthesis/id1_id9_0004.mp4,fake,id1,train
Celeb-synthesis/id20_id17_0004.mp4,fake,id20,train
Celeb-real/id48_0003.mp4,real,id48,train
Celeb-synthesis/id55_id57_0005.mp4,fake,id55,train
Celeb-synthesis/id17_id37_0005.mp4,fake,id17,train
Celeb-synthesis/id33_id37_0001.mp4,fake,id33,train
YouTube-real/00239.mp4,real,hash_4350ef2626,train
Celeb-synthesis/id35_id1_0002.mp4,fake,id35,train
Celeb-synthesis/id35_id32_0004.mp4,fake,id35,train
Celeb-synthesis/id40_id45_0002.mp4,fake,id40,train
Celeb-synthesis/id9_id26_0007.mp4,fake,id9,train
Celeb-synthesis/id20_id2_0005.mp4,fake,id20,train
Celeb-synthesis/id33_id26_0002.mp4,fake,id33,train
Celeb-synthesis/id43_id42_0008.mp4,fake,id43,train
Celeb-synthesis/id9_id21_0005.mp4,fake,id9,train
Celeb-synthesis/id33_id38_0001.mp4,fake,id33,train
Celeb-synthesis/id53_id54_0004.mp4,fake,id53,train
Celeb-synthesis/id21_id3_0005.mp4,fake,id21,train
Celeb-synthesis/id43_id42_0001.mp4,fake,id43,train
Celeb-synthesis/id9_id35_0000.mp4,fake,id9,train
Celeb-synthesis/id3_id31_0003.mp4,fake,id3,train
Celeb-synthesis/id17_id28_0004.mp4,fake,id17,train
Celeb-synthesis/id3_id37_0002.mp4,fake,id3,train
Celeb-real/id6_0007.mp4,real,id6,train
Celeb-synthesis/id28_id21_0001.mp4,fake,id28,train
Celeb-synthesis/id35_id6_0002.mp4,fake,id35,train
Celeb-synthesis/id22_id28_0008.mp4,fake,id22,train
Celeb-synthesis/id35_id32_0008.mp4,fake,id35,train
Celeb-synthesis/id24_id20_0009.mp4,fake,id24,train
Celeb-synthesis/id6_id30_0008.mp4,fake,id6,train
Celeb-synthesis/id41_id43_0008.mp4,fake,id41,train
